Month,Rain_7d_Sum,Temp_7d_Avg,Fire_Danger_Index,Max_Temperature_C,Max_Humidity_pct,Total_Rainfall_mm,Max_Wind_Speed_kmh,Elevation_m,Slope_deg,Aspect_deg,Baseline_NDVI
3,0.5,19.342857142857145,1.55,19.8,81,0.0,6.4,1647.5,4.6,170.1,0.4179
3,0.5,19.728571428571428,1.68,21.4,82,0.0,6.5,1653.4,4.2,166.2,0.4092
3,0.6,20.185714285714283,1.82,21.1,92,0.1,8.0,1652.6,5.1,168.0,0.4321
3,0.6,20.75714285714286,2.24,22.4,90,0.0,9.1,1651.7,5.6,165.5,0.4004
3,0.7,21.17142857142857,2.41,22.9,92,0.1,9.8,1653.9,4.9,166.4,0.4194
3,0.7,21.62857142857143,1.95,24.0,100,0.0,8.2,1649.5,5.3,166.3,0.4313
3,2.9000000000000004,22.099999999999998,2.24,23.1,97,2.7,9.5,1653.8,5.5,165.4,0.4096
3,3.1000000000000005,22.72857142857143,1.5,24.2,96,0.2,6.0,1649.6,4.4,166.3,0.4228
3,3.6000000000000005,23.142857142857142,2.11,24.3,90,0.5,7.9,1651.4,4.9,167.4,0.431
3,3.6,23.414285714285715,2.39,23.0,75,0.1,7.9,1649.1,4.6,166.7,0.4123
3,3.6,23.52857142857143,3.1,23.2,70,0.0,9.5,1651.0,4.8,168.4,0.4404
3,3.5,23.62857142857143,2.58,23.6,84,0.0,9.3,1651.6,5.5,165.9,0.4447
3,6.9,23.385714285714283,2.36,22.3,83,3.4,8.9,1650.8,5.1,167.8,0.4154
3,4.5,23.114285714285717,3.26,21.2,66,0.3,10.3,1652.1,5.2,166.3,0.4276
3,4.3,22.842857142857145,4.7,22.3,54,0.0,11.6,1651.1,5.0,168.4,0.4287
3,3.7999999999999994,22.771428571428572,3.63,23.8,54,0.0,8.4,1650.2,4.6,167.9,0.4358
3,3.6999999999999997,22.8,2.83,23.2,85,0.0,10.5,1650.1,5.2,168.2,0.4261
3,3.6999999999999997,23.04285714285714,3.33,24.9,64,0.0,8.7,1652.2,5.4,166.8,0.4198
3,3.6999999999999997,23.314285714285713,3.32,25.5,78,0.0,10.3,1650.0,5.1,168.6,0.4147
3,0.3,23.642857142857142,3.33,24.6,87,0.0,11.9,1652.4,5.1,165.0,0.4431
3,0.0,24.314285714285713,4.77,25.9,75,0.0,14.0,1652.8,4.6,167.5,0.4219
4,0.0,24.75714285714286,4.56,25.4,63,0.0,11.5,1648.5,5.2,167.2,0.419
4,0.0,24.87142857142857,3.62,24.6,71,0.0,10.6,1652.7,5.4,168.0,0.4463
4,0.0,25.22857142857143,7.45,25.7,48,0.0,14.2,1654.1,5.1,166.9,0.4328
4,0.0,25.414285714285715,5.34,26.2,49,0.0,10.2,1651.4,4.5,165.8,0.4153
4,0.0,25.457142857142856,6.12,25.8,50,0.0,12.1,1651.9,5.5,165.7,0.4277
4,0.0,25.685714285714287,5.29,26.2,56,0.0,11.5,1652.6,4.7,167.0,0.4161
4,0.0,25.614285714285717,4.39,25.4,62,0.0,10.9,1650.6,5.1,166.7,0.4129
4,0.0,25.657142857142855,4.95,25.7,65,0.0,12.7,1651.3,5.3,168.0,0.4224
4,0.6,26.014285714285712,6.2,27.1,58,0.6,13.5,1649.0,5.3,168.1,0.4275
4,0.6,26.24285714285714,5.85,27.3,62,0.0,13.5,1651.2,4.5,167.1,0.4213
4,0.6,26.342857142857145,3.87,26.9,79,0.0,11.5,1651.7,5.0,167.0,0.4387
4,0.6,26.5,3.84,26.9,97,0.0,14.0,1651.8,5.0,168.3,0.4404
4,0.6,26.642857142857142,4.91,27.2,71,0.0,13.0,1652.6,5.4,166.7,0.42
4,4.8999999999999995,26.428571428571427,4.98,23.9,59,4.3,12.5,1649.8,5.1,166.8,0.428
4,9.7,26.142857142857142,4.65,23.7,53,4.8,10.6,1650.2,5.4,165.4,0.4235
4,9.299999999999999,25.771428571428572,6.01,24.5,52,0.2,13.0,1653.8,5.2,168.1,0.4158
4,9.299999999999999,25.52857142857143,4.67,25.6,45,0.0,8.4,1650.8,5.0,166.9,0.433
4,9.299999999999999,25.785714285714285,4.93,28.7,45,0.0,7.9,1651.3,5.1,168.4,0.4024
4,9.299999999999999,25.857142857142858,6.51,27.4,63,0.0,15.2,1650.9,5.5,165.6,0.4162
4,9.299999999999999,25.9,9.56,27.5,41,0.0,14.6,1649.8,4.6,166.4,0.4132
4,6.3999999999999995,25.857142857142858,3.0,23.6,91,1.4,11.7,1653.4,5.3,168.1,0.417
4,5.3999999999999995,25.985714285714288,3.86,24.6,66,3.8,10.5,1650.2,4.8,167.4,0.4143
4,5.199999999999999,26.271428571428572,5.25,26.5,54,0.0,10.9,1649.3,4.7,165.6,0.4064
4,5.199999999999999,26.37142857142857,6.08,26.3,44,0.0,10.4,1650.3,5.3,168.1,0.4262
4,5.199999999999999,26.071428571428573,6.86,26.6,56,0.0,14.7,1648.0,4.7,165.4,0.425
4,5.8999999999999995,25.82857142857143,6.01,25.7,52,0.7,12.4,1650.0,5.1,168.0,0.4304
4,5.8999999999999995,25.800000000000004,4.5,27.3,53,0.0,8.9,1649.5,4.9,165.8,0.4341
4,4.5,26.228571428571428,4.86,26.6,62,0.0,11.5,1651.9,4.3,168.5,0.4367
4,0.7,26.642857142857142,5.38,27.5,69,0.0,13.7,1650.0,5.1,167.1,0.4185
4,2.8,26.571428571428573,5.28,26.0,66,2.1,13.6,1652.3,5.0,167.4,0.4315
5,5.6,26.185714285714287,2.43,23.6,94,2.8,9.8,1653.1,4.4,166.9,0.4267
5,7.9,25.457142857142856,2.33,21.5,96,2.3,10.5,1652.2,4.8,167.1,0.429
5,9.8,24.97142857142857,2.32,22.3,97,2.6,10.2,1650.7,4.5,167.1,0.4237
5,11.3,24.357142857142858,3.28,23.0,93,1.5,13.4,1651.2,5.2,167.8,0.4186
5,18.2,23.5,2.76,20.6,90,6.9,12.2,1648.7,5.4,166.9,0.4269
5,19.8,22.82857142857143,2.91,22.8,90,1.6,11.6,1650.8,5.3,168.8,0.4235
5,25.400000000000002,22.185714285714287,2.31,21.5,91,7.7,9.9,1649.7,5.3,166.1,0.4351
5,29.700000000000003,21.88571428571429,2.1,21.5,93,7.1,9.2,1652.0,4.8,168.0,0.4448
5,37.0,21.942857142857143,2.12,21.9,94,9.6,9.2,1654.9,5.2,167.7,0.4165
5,45.2,21.9,1.44,22.0,98,10.8,6.5,1651.7,5.0,168.5,0.4225
5,47.4,21.971428571428568,2.3,23.5,90,3.7,8.9,1648.0,5.1,167.1,0.4654
5,45.2,22.47142857142857,2.01,24.1,96,4.7,8.1,1650.5,5.3,167.4,0.4033
5,48.3,22.642857142857142,3.83,24.0,91,4.7,14.7,1651.2,5.4,167.4,0.4064
5,41.199999999999996,23.37142857142857,4.53,26.6,86,0.6,14.8,1651.1,4.9,165.5,0.4464
5,34.400000000000006,24.24285714285714,3.69,27.6,94,0.3,12.7,1649.9,4.6,167.5,0.4593
5,26.5,25.1,2.4,27.9,91,1.7,7.9,1651.4,4.9,170.9,0.4524
5,17.4,25.342857142857145,2.57,23.7,92,1.7,10.1,1649.1,4.9,168.9,0.4353
5,15.3,25.485714285714288,3.04,24.5,74,1.6,9.3,1649.6,5.1,166.1,0.4241
5,10.9,25.77142857142857,2.96,26.1,74,0.3,8.5,1652.0,5.2,164.8,0.4265
5,6.2,26.142857142857142,5.2,26.6,67,0.0,13.3,1649.5,4.4,167.1,0.4366
5,5.7,26.157142857142855,6.44,26.7,77,0.1,18.8,1651.8,4.8,168.3,0.4446
5,15.0,25.37142857142857,2.13,22.1,86,9.6,8.4,1648.9,4.7,167.0,0.4386
5,21.0,23.914285714285715,2.06,17.7,95,7.7,11.2,1653.6,5.4,169.3,0.4004
5,36.400000000000006,23.057142857142857,1.94,17.7,91,17.1,10.1,1649.8,4.9,166.1,0.413
5,41.4,22.714285714285715,1.84,22.1,83,6.6,7.0,1650.7,4.8,167.3,0.4348
5,42.0,22.257142857142856,2.66,22.9,80,0.9,9.4,1651.5,5.2,166.9,0.4098
5,43.1,21.67142857142857,2.43,22.5,86,1.1,9.4,1650.2,4.8,167.9,0.402
5,51.400000000000006,21.12857142857143,2.71,22.9,96,8.4,11.5,1651.2,5.0,168.0,0.4437
5,44.9,21.37142857142857,1.63,23.8,100,3.1,6.9,1651.9,5.5,168.4,0.4345
5,39.5,22.485714285714288,2.73,25.5,100,2.3,10.8,1652.4,5.5,166.9,0.4538
5,23.6,23.5,2.51,24.8,88,1.2,9.0,1652.2,4.9,168.5,0.4452
6,17.0,24.285714285714285,3.77,27.6,78,0.0,10.8,1650.7,4.9,167.4,0.4213
6,16.1,25.11428571428571,4.44,28.7,87,0.0,13.6,1650.8,4.8,168.6,0.4343
6,15.0,25.828571428571426,6.34,27.5,58,0.0,13.6,1654.5,4.4,168.8,0.4187
6,6.6,26.557142857142857,5.78,28.0,62,0.0,13.0,1652.4,5.3,167.0,0.4064
6,3.5,27.185714285714287,4.86,28.2,82,0.0,14.3,1649.6,5.7,166.2,0.4485
6,1.3,27.542857142857144,4.89,28.0,74,0.1,13.1,1651.1,4.9,167.2,0.4277
6,0.4,27.942857142857143,5.15,27.6,81,0.3,15.3,1650.5,4.8,168.2,0.4508
6,0.9,27.928571428571427,4.77,27.5,86,0.5,15.1,1650.8,4.9,165.2,0.4322
6,0.9,27.800000000000004,3.94,27.8,83,0.0,11.9,1649.2,5.0,166.4,0.4348
6,1.0,27.75714285714286,4.69,27.2,79,0.1,13.8,1650.4,4.7,167.8,0.4393
6,3.4,27.685714285714287,4.36,27.5,86,2.4,13.8,1653.7,4.9,163.9,0.4278
6,4.2,27.628571428571426,5.0,27.8,89,0.8,16.2,1651.9,5.3,165.8,0.427
6,4.1000000000000005,27.9,3.66,29.9,79,0.0,9.8,1647.3,5.0,166.3,0.4342
6,4.2,27.928571428571427,4.57,27.8,78,0.4,13.0,1652.8,5.4,166.9,0.4493
6,4.4,28.014285714285712,5.5,28.1,70,0.7,13.9,1652.6,5.1,166.6,0.4382
6,8.7,27.842857142857145,3.01,26.6,89,4.3,10.2,1650.5,4.7,166.6,0.4309
6,14.7,27.457142857142856,2.35,24.5,97,6.1,9.4,1652.1,4.8,165.4,0.4244
6,14.2,27.185714285714287,3.38,25.6,99,1.9,13.2,1649.7,5.1,169.1,0.4288
6,15.399999999999999,26.61428571428571,2.1,23.8,94,2.0,8.4,1650.3,4.7,166.3,0.4176
6,22.1,25.442857142857147,1.97,21.7,99,6.7,9.1,1653.2,4.6,164.7,0.4159
6,29.0,24.657142857142855,1.67,22.3,99,7.3,7.5,1650.6,4.6,168.4,0.427
6,32.0,24.142857142857142,2.45,24.5,95,3.7,9.6,1648.2,5.2,166.1,0.4307
6,33.2,23.82857142857143,2.97,24.4,95,5.5,11.7,1650.9,4.9,165.5,0.4415
6,34.7,23.75714285714286,2.37,24.0,93,7.6,9.3,1650.9,5.4,167.8,0.4137
6,41.0,23.685714285714283,2.44,25.1,100,8.2,9.8,1652.8,4.7,166.4,0.4308
6,45.7,23.714285714285715,2.28,24.0,100,6.7,9.6,1651.0,4.3,167.2,0.437
6,47.199999999999996,24.085714285714285,2.21,24.3,99,8.2,9.1,1650.4,5.0,166.2,0.4159
6,47.699999999999996,24.571428571428573,2.21,25.7,100,7.8,8.7,1652.6,5.5,166.4,0.4237
6,78.19999999999999,24.300000000000004,2.53,22.6,100,34.2,11.3,1651.2,5.0,165.8,0.442
6,108.3,23.914285714285715,2.86,21.7,100,35.6,13.3,1649.9,4.6,165.5,0.4297
7,105.4,23.87142857142857,2.68,23.7,100,4.7,11.4,1652.7,4.5,171.2,0.4003
7,106.8,23.785714285714285,2.3,24.5,100,9.6,9.5,1651.3,5.4,166.0,0.4422
7,105.39999999999999,23.771428571428572,2.41,23.9,100,5.3,10.2,1651.0,4.8,165.2,0.4319
7,102.39999999999999,23.828571428571426,2.52,24.7,100,5.2,10.3,1651.3,5.5,168.4,0.4065
7,106.1,23.771428571428572,2.56,25.3,100,11.5,10.2,1649.4,5.2,167.3,0.4174
7,74.80000000000001,24.12857142857143,1.54,25.1,100,2.9,6.2,1650.2,4.8,167.0,0.4287
7,49.8,24.542857142857144,1.75,24.6,100,10.6,7.2,1651.0,5.4,166.4,0.4353
7,63.599999999999994,24.657142857142862,2.28,24.5,99,18.5,9.3,1650.7,4.7,166.5,0.446
7,95.4,24.214285714285715,1.95,21.4,100,41.4,9.2,1652.9,4.6,166.6,0.4171
7,94.00000000000001,24.157142857142855,2.23,23.5,98,3.9,9.4,1651.3,4.7,168.4,0.4238
7,103.10000000000001,24.2,2.48,25.0,100,14.3,10.0,1652.3,5.2,166.7,0.4439
7,98.80000000000001,23.82857142857143,1.78,22.7,100,7.2,7.9,1651.0,5.3,168.4,0.4463
7,106.1,23.900000000000002,1.09,25.6,100,10.2,4.3,1652.6,4.9,166.9,0.4257
7,98.60000000000001,23.857142857142858,2.79,24.3,99,3.1,11.5,1651.6,4.4,166.8,0.4226
7,81.00000000000001,24.02857142857143,2.41,25.7,96,0.9,9.1,1651.0,4.5,165.8,0.4381
7,43.6,24.571428571428573,2.36,25.2,95,4.0,9.0,1651.0,4.7,169.6,0.3995
7,44.6,24.800000000000004,1.93,25.1,98,4.9,7.6,1649.6,4.6,167.0,0.4304
7,34.9,24.785714285714285,2.42,24.9,100,4.6,9.8,1651.8,5.1,167.0,0.4302
7,34.7,24.91428571428571,2.29,23.6,100,7.0,9.8,1650.9,5.6,169.2,0.4236
7,52.6,24.728571428571428,1.64,24.3,100,28.1,6.8,1650.2,5.2,167.5,0.4377
7,71.6,24.485714285714288,2.13,22.6,100,22.1,9.5,1652.7,4.7,167.6,0.447
7,76.89999999999999,24.157142857142855,1.85,23.4,100,6.2,8.0,1649.1,4.8,167.1,0.416
7,75.00000000000001,24.08571428571429,2.67,24.7,100,2.1,10.9,1650.4,4.9,166.1,0.4197
7,72.80000000000001,24.02857142857143,3.66,24.7,99,2.7,14.8,1652.5,5.1,168.5,0.4406
7,76.9,23.842857142857145,2.57,23.6,100,8.7,11.0,1651.5,5.5,165.3,0.4088
7,74.50000000000001,23.7,2.95,22.6,100,4.6,13.2,1650.9,4.9,165.8,0.4226
7,50.6,23.47142857142857,2.18,22.7,100,4.2,9.7,1651.4,5.5,166.1,0.4631
7,35.6,23.485714285714288,1.46,22.7,100,7.1,6.5,1651.3,5.6,167.3,0.4334
7,44.5,23.342857142857145,1.86,22.4,100,15.1,8.4,1648.7,4.9,167.0,0.4263
7,50.599999999999994,22.971428571428568,1.84,22.1,100,8.2,8.4,1650.5,4.9,164.8,0.4047
7,55.89999999999999,22.75714285714286,2.11,23.2,100,8.0,9.2,1653.4,4.9,169.8,0.3945
8,50.6,22.842857142857145,1.7,24.2,100,3.4,7.1,1650.0,5.0,167.9,0.4465
8,56.8,23.014285714285716,2.52,23.8,100,10.8,10.7,1650.5,4.9,166.4,0.4131
8,80.30000000000001,23.057142857142853,1.46,23.0,100,27.7,6.4,1650.2,5.3,167.5,0.4313
8,79.19999999999999,23.0,2.25,22.3,100,6.0,10.2,1650.9,4.5,167.5,0.4497
8,67.5,23.24285714285714,2.46,24.1,98,3.4,10.1,1650.1,4.8,166.6,0.4231
8,63.1,23.585714285714285,1.62,24.5,99,3.8,6.6,1651.7,5.1,167.5,0.4237
8,79.7,23.24285714285714,2.39,20.8,99,24.6,11.5,1651.3,5.3,167.5,0.441
8,76.6,23.428571428571427,1.28,25.5,97,0.3,4.9,1652.2,5.7,168.3,0.4509
8,66.2,23.87142857142857,2.16,26.9,100,0.4,8.1,1649.4,4.6,167.1,0.4433
8,46.4,24.25714285714286,2.23,25.7,98,7.9,8.6,1650.5,4.8,167.4,0.4527
8,62.1,24.614285714285717,2.53,24.8,99,21.7,10.2,1650.7,4.3,166.7,0.396
8,59.7,24.800000000000004,2.01,25.4,100,1.0,8.0,1651.7,4.7,166.5,0.4369
8,58.5,24.82857142857143,1.79,24.7,100,2.6,7.3,1649.8,4.5,166.1,0.4499
8,42.1,25.25714285714286,3.44,23.8,100,8.2,14.6,1652.4,4.8,166.0,0.4374
8,54.7,25.17142857142857,2.01,24.9,98,12.9,8.0,1652.8,4.9,166.4,0.4284
8,69.9,24.685714285714283,3.08,23.5,99,15.6,13.1,1649.5,5.1,166.7,0.4122
8,63.800000000000004,24.485714285714288,2.29,24.3,100,1.8,9.5,1650.3,4.9,168.2,0.4196
8,43.699999999999996,24.5,2.56,24.9,100,1.6,10.4,1650.2,5.1,166.5,0.4531
8,63.2,24.242857142857144,1.45,23.6,100,20.5,6.2,1654.9,5.0,166.6,0.4301
8,91.7,24.25714285714286,1.89,24.8,100,31.1,7.7,1650.4,4.7,166.6,0.4211
8,84.0,24.514285714285712,1.75,25.6,94,0.5,6.5,1653.5,4.5,166.9,0.4073
8,77.4,24.5,1.74,24.8,100,6.3,7.1,1649.1,5.2,169.0,0.4376
8,66.2,24.62857142857143,2.91,24.4,98,4.4,11.8,1649.5,5.5,166.5,0.4185
8,76.7,24.585714285714285,2.57,24.0,100,12.3,10.8,1650.0,5.8,167.7,0.4301
8,76.39999999999999,24.599999999999998,2.65,25.0,100,1.3,10.7,1649.7,5.3,167.4,0.4565
8,57.8,24.74285714285714,2.24,24.6,100,1.9,9.2,1650.6,5.4,167.1,0.4426
8,29.9,24.8,2.59,25.2,100,3.2,10.4,1649.9,5.1,165.9,0.4502
8,35.1,24.5,1.98,23.5,100,5.7,8.5,1649.8,5.1,167.6,0.4328
8,37.5,24.071428571428573,1.66,21.8,100,8.7,7.7,1652.7,5.0,164.7,0.4413
8,35.0,23.95714285714286,2.29,23.6,99,1.9,9.7,1652.8,5.0,165.8,0.4505
8,26.1,24.014285714285712,2.61,24.4,100,3.4,10.8,1652.4,5.2,166.4,0.4182
9,27.7,24.0,2.14,24.9,100,2.9,8.7,1651.8,4.8,166.7,0.43
9,28.700000000000003,23.900000000000002,2.53,23.9,100,2.9,10.7,1651.1,5.0,167.1,0.4203
9,28.2,23.728571428571428,1.71,24.0,100,2.7,7.2,1650.3,4.6,168.7,0.4215
9,25.799999999999997,23.728571428571428,1.81,23.5,100,3.3,7.8,1649.6,5.1,167.8,0.4284
9,19.2,23.871428571428574,1.37,22.8,99,2.1,6.0,1651.5,4.7,167.2,0.4163
9,19.400000000000002,23.928571428571427,1.58,24.0,99,2.1,6.6,1649.2,5.0,166.6,0.425
9,17.8,23.857142857142858,1.75,23.9,100,1.8,7.4,1649.5,5.2,166.6,0.4409
9,18.6,23.585714285714285,1.73,23.0,100,3.7,7.6,1652.7,5.2,165.6,0.4292
9,17.6,23.571428571428573,2.17,23.8,100,1.9,9.2,1653.9,5.2,164.5,0.419
9,21.6,23.3,1.31,22.1,100,6.7,6.0,1651.6,4.9,165.5,0.4424
9,26.6,23.228571428571428,1.5,23.0,100,8.3,6.6,1652.7,5.1,168.4,0.4169
9,24.8,23.442857142857147,1.8,24.3,100,0.3,7.5,1650.6,4.9,166.1,0.414
9,34.800000000000004,23.442857142857147,1.57,24.0,100,12.1,6.6,1649.0,4.4,166.4,0.4486
9,52.199999999999996,23.342857142857145,1.52,23.2,100,19.2,6.6,1651.9,5.2,168.2,0.4433
9,54.7,23.2,1.83,22.0,100,6.2,8.4,1651.9,5.1,163.8,0.4255
9,98.1,22.62857142857143,1.43,19.8,99,45.3,7.2,1651.1,5.3,166.3,0.459
9,166.5,22.400000000000002,1.39,20.5,99,75.1,6.8,1650.6,5.0,165.7,0.4221
9,173.89999999999998,22.17142857142857,1.93,21.4,99,15.7,9.0,1652.4,4.5,167.4,0.4408
9,181.5,22.085714285714285,1.7,23.7,95,7.9,6.9,1649.5,5.0,167.7,0.4069
9,173.5,22.0,1.48,23.4,94,4.1,6.0,1649.8,5.3,167.7,0.4154
9,158.2,21.97142857142857,1.23,23.0,100,3.9,5.4,1649.5,5.1,168.8,0.446
9,155.29999999999998,22.014285714285712,1.42,22.3,98,3.3,6.3,1651.1,5.0,167.7,0.4519
9,115.89999999999998,22.385714285714283,1.99,22.4,96,5.9,8.6,1649.4,4.5,167.3,0.4283
9,57.499999999999986,22.428571428571427,1.87,20.8,98,16.7,8.9,1650.0,4.7,169.9,0.4648
9,184.29999999999998,22.042857142857144,2.29,18.7,98,142.5,12.1,1649.9,5.1,164.4,0.4502
9,178.89999999999998,21.74285714285714,1.86,21.6,100,2.5,8.7,1650.6,4.5,169.6,0.4202
9,176.79999999999998,21.599999999999998,1.82,22.4,96,2.0,7.9,1648.8,4.9,169.1,0.4249
9,174.49999999999997,21.54285714285714,1.52,22.6,100,1.6,6.8,1651.1,5.0,166.8,0.4098
9,172.2,21.528571428571432,1.03,22.2,100,1.0,4.7,1652.9,5.3,166.2,0.424
9,167.2,21.52857142857143,1.38,22.4,100,0.9,6.2,1651.2,5.2,166.2,0.4342
10,153.7,21.599999999999998,1.6,21.3,100,3.2,7.6,1653.3,5.3,166.7,0.4312
10,18.1,21.985714285714288,0.93,21.4,89,6.9,3.9,1653.0,5.1,168.4,0.4311
10,15.700000000000001,22.37142857142857,1.61,24.3,94,0.1,6.3,1652.2,4.7,164.0,0.4456
10,15.4,22.37142857142857,1.46,22.4,99,1.7,6.5,1651.1,4.8,169.4,0.4331
10,18.0,22.228571428571428,1.56,21.6,99,4.2,7.2,1651.0,4.7,167.0,0.4409
10,18.5,21.91428571428571,1.54,20.0,99,1.5,7.7,1652.1,5.2,168.4,0.4373
10,72.2,21.028571428571432,0.97,16.2,98,54.6,5.9,1650.4,4.8,165.5,0.4349
10,107.69999999999999,20.25714285714286,1.11,15.9,98,38.7,6.9,1648.2,4.9,167.9,0.4444
10,213.10000000000002,19.357142857142858,2.23,15.1,98,112.3,14.6,1651.7,5.0,167.5,0.4426
10,252.3,18.642857142857142,1.83,19.3,98,39.3,9.4,1649.3,5.5,167.7,0.4137
10,263.3,18.15714285714286,1.94,19.0,98,12.7,10.1,1649.6,5.2,166.2,0.4579
10,262.0,17.785714285714285,1.26,19.0,100,2.9,6.7,1651.0,4.8,166.5,0.4324
10,261.6,17.77142857142857,1.18,19.9,85,1.1,5.1,1650.9,5.0,165.5,0.4163
10,208.39999999999998,18.314285714285713,1.24,20.0,94,1.4,5.9,1648.9,5.5,167.9,0.4296
10,170.1,18.985714285714288,1.73,20.6,100,0.4,8.5,1651.2,5.2,168.6,0.4345
10,59.599999999999994,19.614285714285717,1.08,19.5,100,1.8,5.6,1652.4,4.5,167.3,0.4394
10,20.3,19.857142857142858,1.29,21.0,100,0.0,6.2,1649.3,4.7,163.8,0.445
10,8.1,19.857142857142858,1.14,19.0,99,0.5,6.0,1652.9,4.7,168.6,0.4421
10,5.199999999999999,19.599999999999998,1.92,17.2,87,0.0,9.8,1648.7,5.4,167.1,0.4582
10,5.3,19.385714285714283,2.39,18.4,73,1.2,9.6,1654.2,5.4,163.8,0.4322
10,4.0,19.214285714285715,1.83,18.8,75,0.1,7.4,1650.4,4.8,165.0,0.4282
10,3.6,19.0,1.24,19.1,73,0.0,4.8,1651.2,4.8,165.7,0.4086
10,1.8,19.114285714285717,1.98,20.3,80,0.0,7.9,1648.2,5.0,167.0,0.4451
10,1.8,19.071428571428573,2.6,20.7,66,0.0,8.4,1650.9,5.0,165.8,0.4397
10,1.3,19.314285714285713,1.43,20.7,87,0.0,6.1,1651.3,4.7,165.9,0.4221
10,1.3,19.742857142857144,1.62,20.2,100,0.0,8.1,1650.9,4.9,168.1,0.4342
10,0.2,19.885714285714283,1.73,19.4,100,0.1,9.0,1650.2,4.6,168.4,0.4304
10,0.2,19.842857142857145,1.19,18.5,100,0.1,6.5,1649.6,5.4,168.1,0.4332
10,0.8999999999999999,19.74285714285714,1.17,18.4,100,0.7,6.4,1652.7,4.5,165.0,0.4265
10,1.4,19.61428571428571,1.38,19.4,96,0.5,6.9,1651.0,4.5,168.1,0.4323
10,1.5,19.471428571428568,1.43,19.7,93,0.1,6.8,1653.3,5.1,166.4,0.4078
11,1.7,19.285714285714285,1.42,19.4,100,0.2,7.4,1650.2,4.6,169.4,0.4245
11,1.7,19.271428571428572,1.3,20.1,90,0.0,5.9,1650.3,4.8,167.3,0.4352
11,1.5999999999999999,19.428571428571427,1.54,20.5,100,0.0,7.6,1652.2,5.0,168.5,0.42
11,1.5,19.585714285714285,1.42,19.6,100,0.0,7.3,1648.6,5.2,167.7,0.4364
11,2.2,19.642857142857142,1.12,18.8,91,1.4,5.5,1649.2,4.9,167.5,0.4616
11,2.0,19.67142857142857,1.2,19.6,100,0.3,6.2,1652.6,5.5,166.6,0.4133
11,1.9,19.7,1.41,19.9,95,0.0,6.8,1649.2,5.0,168.4,0.4031
11,1.7,19.642857142857142,1.24,19.0,97,0.0,6.4,1648.3,5.4,168.1,0.4487
11,1.7,19.314285714285717,1.11,17.8,92,0.0,5.8,1653.8,5.1,166.6,0.462
11,1.7,18.75714285714286,1.52,16.6,85,0.0,7.9,1648.9,5.6,166.5,0.4362
11,2.1,18.414285714285715,1.23,17.2,76,0.4,5.5,1651.3,5.3,166.1,0.4307
11,0.7,18.271428571428572,1.41,17.8,85,0.0,6.8,1651.1,5.0,168.0,0.4209
11,0.4,18.04285714285714,1.16,18.0,89,0.0,5.8,1646.8,5.2,167.3,0.4387
11,0.4,17.72857142857143,1.87,17.7,86,0.0,9.2,1650.6,4.9,167.3,0.4304
11,0.6000000000000001,17.557142857142857,2.05,17.8,72,0.2,8.4,1651.7,4.9,166.6,0.4433
11,0.6000000000000001,17.442857142857143,1.7,17.0,70,0.0,7.1,1651.5,4.6,168.7,0.4049
11,0.6000000000000001,17.428571428571427,1.39,16.5,93,0.0,7.9,1652.4,4.8,165.2,0.4355
11,0.2,17.314285714285713,1.13,16.4,89,0.0,6.2,1650.4,5.6,167.9,0.4181
11,0.2,17.214285714285715,1.47,17.1,77,0.0,6.7,1652.1,4.6,168.2,0.4448
11,0.2,17.314285714285713,1.65,18.7,66,0.0,5.9,1650.0,4.8,166.6,0.4134
11,0.2,17.514285714285712,1.31,19.1,88,0.0,6.1,1648.9,5.0,165.3,0.44
11,0.0,17.642857142857142,1.46,18.7,86,0.0,6.8,1649.1,5.0,167.5,0.4219
11,0.0,17.857142857142858,1.28,18.5,86,0.0,6.0,1648.8,5.1,168.4,0.4241
11,0.0,18.2,1.27,18.9,96,0.0,6.5,1652.5,4.9,169.1,0.4433
11,0.0,18.41428571428571,1.46,17.9,86,0.0,7.1,1648.7,5.1,167.8,0.4187
11,0.0,18.728571428571428,1.64,19.3,72,0.0,6.2,1651.4,5.3,166.3,0.4081
11,0.0,18.642857142857142,1.27,18.1,93,0.0,6.6,1650.6,5.4,167.8,0.4317
11,0.0,18.314285714285713,1.31,16.8,89,0.0,7.0,1650.8,4.9,167.6,0.4207
11,0.0,18.071428571428573,1.09,17.0,100,0.0,6.5,1653.0,5.2,167.4,0.41
11,0.0,17.857142857142858,1.1,17.0,99,0.0,6.5,1650.3,4.7,165.9,0.4359
12,0.0,17.7,1.22,17.8,100,0.0,6.9,1651.9,4.8,167.7,0.4349
12,0.0,17.514285714285716,1.2,16.6,100,0.0,7.3,1651.1,4.6,167.6,0.4324
12,0.0,17.15714285714286,1.33,16.8,89,0.0,7.1,1650.8,5.0,169.9,0.4382
12,0.0,17.12857142857143,1.15,17.9,100,0.0,6.5,1654.4,4.7,167.1,0.4007
12,0.0,16.985714285714288,1.06,15.8,91,0.0,6.2,1648.8,4.5,169.0,0.4192
12,0.0,16.985714285714288,1.34,17.0,79,0.0,6.3,1652.9,4.9,168.7,0.4348
12,0.0,17.114285714285714,1.17,17.9,94,0.0,6.2,1652.0,4.5,167.1,0.4461
12,0.0,16.95714285714286,1.65,16.7,84,0.0,8.4,1650.3,5.4,168.5,0.4342
