Month,Rain_7d_Sum,Temp_7d_Avg,Fire_Danger_Index,Max_Temperature_C,Max_Humidity_pct,Total_Rainfall_mm,Max_Wind_Speed_kmh,Elevation_m,Slope_deg,Aspect_deg,Baseline_NDVI,Risk_Category,Risk_Level_Numeric
2,48.400000000000006,19.142857142857142,0.99,16.8,87,10.9,5.2,700.8,21.8,312.0,0.1975,Low Risk,0
2,50.900000000000006,18.457142857142856,1.45,19.2,76,2.6,5.8,698.1,22.0,315.1,0.2196,Low Risk,0
2,69.50000000000001,18.485714285714288,1.07,17.9,89,30.0,5.4,700.1,22.3,311.9,0.2101,Low Risk,0
2,71.20000000000002,18.5,1.5,19.2,90,9.2,7.1,701.1,22.5,313.5,0.2354,Low Risk,0
2,68.1,19.071428571428573,2.04,22.5,94,0.0,8.6,699.7,22.3,311.9,0.1662,Low Risk,0
2,64.9,19.228571428571428,1.93,20.6,93,0.2,8.8,700.8,22.2,312.7,0.215,Low Risk,0
2,54.80000000000001,19.071428571428573,1.82,17.3,76,1.9,8.1,698.6,22.3,313.0,0.2178,Low Risk,0
2,44.1,18.87142857142857,1.08,15.4,83,0.2,5.9,697.5,21.6,313.0,0.1853,Low Risk,0
2,56.20000000000001,17.84285714285714,0.64,12.0,96,14.7,5.2,700.8,21.8,315.0,0.1938,Low Risk,0
2,27.800000000000008,17.67142857142857,1.32,16.7,100,1.6,8.0,702.6,22.2,314.7,0.1968,Low Risk,0
3,18.60000000000001,17.728571428571428,1.47,19.6,100,0.0,7.6,698.5,22.0,312.1,0.1888,Low Risk,0
3,23.800000000000008,17.157142857142855,1.18,18.5,79,5.2,5.1,701.8,22.1,313.1,0.1904,Low Risk,0
3,28.300000000000008,16.928571428571427,0.88,19.0,100,4.7,4.7,700.1,22.3,311.6,0.2451,Low Risk,0
3,29.300000000000008,17.257142857142856,1.71,19.6,100,2.9,8.8,698.0,22.2,311.3,0.1956,Low Risk,0
3,32.60000000000001,17.714285714285715,1.27,18.6,100,3.5,6.9,698.3,21.7,312.2,0.2044,Low Risk,0
3,17.90000000000001,18.82857142857143,1.84,19.8,82,0.0,7.7,700.0,22.0,315.0,0.2012,Low Risk,0
3,16.300000000000008,19.37142857142857,2.0,20.5,82,0.0,8.1,699.4,21.7,311.0,0.197,Low Risk,0
3,16.300000000000008,19.357142857142858,2.09,19.5,80,0.0,8.7,698.0,21.8,313.7,0.1787,Low Risk,0
3,11.300000000000008,19.800000000000004,1.78,21.6,79,0.2,6.6,697.5,21.5,313.6,0.21,Low Risk,0
3,6.700000000000007,20.285714285714285,1.87,22.4,83,0.1,7.0,698.7,22.0,312.1,0.1948,Low Risk,0
3,16.700000000000006,20.557142857142857,1.68,21.5,99,12.9,7.8,700.3,21.5,313.8,0.1722,Low Risk,0
3,15.100000000000009,21.12857142857143,1.86,22.6,84,1.9,7.0,700.0,22.1,313.8,0.198,Low Risk,0
3,15.100000000000009,21.17142857142857,1.41,20.1,83,0.0,5.9,699.2,22.4,313.0,0.2002,Low Risk,0
3,19.000000000000007,21.32857142857143,2.11,21.6,91,3.9,9.0,700.3,22.2,312.8,0.213,Low Risk,0
3,22.500000000000007,21.62857142857143,1.33,21.6,95,3.5,5.9,701.6,22.0,312.7,0.1753,Low Risk,0
3,22.300000000000008,21.95714285714286,2.19,23.9,69,0.0,6.4,700.6,22.5,312.0,0.1938,Low Risk,0
3,25.300000000000008,22.02857142857143,2.55,22.9,78,3.1,8.8,699.8,22.1,313.2,0.1853,Low Risk,0
3,12.400000000000007,22.357142857142858,2.54,23.8,73,0.0,7.9,701.4,21.7,312.4,0.1831,Low Risk,0
3,10.600000000000009,22.571428571428573,1.2,24.1,79,0.1,4.0,698.6,22.0,313.2,0.1989,Low Risk,0
3,15.600000000000009,22.81428571428572,2.01,21.8,88,5.0,8.2,699.7,22.6,312.3,0.1889,Low Risk,0
3,12.200000000000006,23.057142857142853,2.27,23.3,75,0.5,7.4,699.7,21.7,312.2,0.2031,Low Risk,0
3,8.900000000000006,23.5,2.16,24.7,62,0.2,5.5,698.1,21.6,312.3,0.1822,Low Risk,0
3,8.900000000000006,23.87142857142857,3.36,26.5,66,0.0,8.5,699.4,22.2,314.5,0.1934,Low Risk,0
3,5.800000000000007,24.4,2.48,26.6,72,0.0,6.8,696.9,21.9,311.3,0.1998,Low Risk,0
3,13.400000000000007,23.985714285714288,1.36,20.9,90,7.6,5.9,702.9,21.8,315.1,0.2018,Low Risk,0
3,13.300000000000008,24.11428571428572,2.53,25.0,83,0.0,8.5,698.6,21.6,313.9,0.1984,Low Risk,0
3,8.300000000000008,24.82857142857143,2.14,26.8,99,0.0,8.0,702.4,21.4,311.1,0.1949,Low Risk,0
3,8.400000000000007,25.4,1.94,27.3,92,0.6,6.6,700.1,21.6,312.3,0.1869,Low Risk,0
3,8.300000000000008,26.142857142857142,2.78,29.9,100,0.1,9.4,700.8,22.5,311.1,0.2194,Low Risk,0
3,8.300000000000008,26.785714285714285,3.44,31.0,81,0.0,9.1,699.3,22.0,313.8,0.1988,Low Risk,0
3,8.300000000000008,27.24285714285714,3.29,29.8,66,0.0,7.4,700.3,21.4,314.5,0.1785,Low Risk,0
4,0.7000000000000071,28.357142857142858,5.18,28.7,50,0.0,9.2,701.0,22.4,313.3,0.1661,High Risk,2
4,0.7000000000000071,28.75714285714286,3.15,27.8,67,0.0,7.7,701.0,22.4,314.5,0.2135,High Risk,2
4,0.7000000000000071,29.128571428571423,2.94,29.4,75,0.0,7.6,701.2,22.4,313.2,0.1762,High Risk,2
4,0.1000000000000071,29.32857142857143,2.57,28.7,76,0.0,6.9,699.4,21.9,314.2,0.1983,High Risk,2
4,0.6000000000000071,29.142857142857142,3.37,28.6,83,0.6,9.9,699.3,21.9,313.4,0.1776,High Risk,2
4,0.7000000000000071,28.82857142857143,2.92,28.8,80,0.1,8.2,697.6,22.0,313.0,0.1977,High Risk,2
4,4.600000000000007,28.3,1.93,26.1,76,3.9,5.7,700.8,22.4,313.9,0.2002,Low Risk,0
4,4.800000000000007,27.914285714285715,2.38,26.0,82,0.2,7.6,701.6,21.8,312.8,0.2076,Low Risk,0
4,4.800000000000007,28.042857142857144,2.35,28.7,77,0.0,6.4,702.4,21.8,314.7,0.1942,Low Risk,0
4,4.800000000000007,28.31428571428572,4.61,31.3,73,0.0,10.9,700.5,22.2,312.6,0.1942,Low Risk,0
4,4.800000000000007,28.77142857142857,3.97,31.9,85,0.0,10.7,698.9,22.4,313.7,0.1795,Low Risk,0
4,4.500000000000007,28.9,3.31,29.5,65,0.3,7.4,697.5,22.0,312.2,0.1917,Low Risk,0
4,4.400000000000008,29.128571428571423,5.14,30.4,70,0.0,12.0,701.6,22.2,311.1,0.1961,Moderate Risk,1
4,0.5000000000000071,30.085714285714285,5.54,32.8,63,0.0,10.8,697.3,22.0,313.4,0.1962,High Risk,2
4,0.3000000000000071,31.27142857142857,4.24,34.3,54,0.0,6.8,699.5,21.9,310.8,0.193,High Risk,2
4,2.700000000000007,30.97142857142857,3.88,26.6,84,2.4,12.4,699.7,21.8,315.6,0.1794,Low Risk,0
4,28.600000000000005,29.285714285714285,1.25,19.5,96,25.9,6.2,699.9,21.7,312.6,0.1761,Low Risk,0
4,29.000000000000004,28.028571428571432,1.7,23.1,90,0.4,6.7,700.1,21.8,312.9,0.2182,Low Risk,0
4,28.700000000000003,27.61428571428571,2.25,26.6,84,0.0,7.2,700.2,21.7,312.6,0.2044,Low Risk,0
4,30.700000000000003,27.042857142857144,1.37,26.4,84,2.0,4.4,696.4,22.1,313.2,0.2309,Low Risk,0
4,36.2,26.3,2.26,27.6,87,5.5,7.2,700.0,22.4,313.4,0.2016,Low Risk,0
4,36.3,25.442857142857147,2.25,28.3,82,0.1,6.6,696.7,22.1,312.0,0.2055,Low Risk,0
4,34.00000000000001,26.04285714285714,2.74,30.8,81,0.1,7.3,701.1,21.7,309.9,0.182,Low Risk,0
4,8.100000000000007,27.58571428571429,2.66,30.3,80,0.0,7.1,699.2,22.3,311.7,0.2176,Low Risk,0
4,7.800000000000007,28.857142857142858,4.36,32.0,82,0.1,11.3,696.8,22.1,312.4,0.1678,Low Risk,0
4,7.800000000000007,29.75714285714286,2.79,32.9,78,0.0,6.7,698.8,22.1,313.3,0.2052,Low Risk,0
4,5.800000000000008,30.9,5.02,34.4,60,0.0,8.9,699.1,21.8,313.2,0.1972,Moderate Risk,1
4,0.300000000000008,31.942857142857143,5.18,34.9,61,0.0,9.2,701.8,22.3,313.9,0.2174,High Risk,2
4,0.200000000000008,32.84285714285714,4.34,34.6,54,0.0,6.9,700.3,22.3,311.0,0.1936,High Risk,2
4,0.200000000000008,32.957142857142856,3.58,31.6,67,0.1,7.7,700.5,21.9,311.9,0.1961,High Risk,2
5,0.700000000000008,32.857142857142854,3.83,29.6,74,0.5,9.7,701.8,22.2,312.5,0.1666,High Risk,2
5,0.7000000000000081,32.55714285714286,4.43,29.9,76,0.1,11.4,699.9,22.3,314.8,0.1672,High Risk,2
5,1.000000000000008,32.05714285714286,4.18,29.4,77,0.3,11.1,701.1,21.9,316.3,0.2011,High Risk,2
5,1.000000000000008,31.714285714285715,3.2,32.0,69,0.0,7.0,701.0,22.0,311.4,0.2126,High Risk,2
5,1.000000000000008,31.4,4.11,32.7,61,0.0,7.8,698.1,22.0,314.3,0.1999,High Risk,2
5,1.000000000000008,31.285714285714285,7.23,33.8,49,0.0,10.7,702.2,21.7,313.1,0.1935,High Risk,2
5,0.9000000000000079,31.77142857142857,6.38,35.0,61,0.0,11.3,697.9,22.1,313.7,0.2002,High Risk,2
5,0.4000000000000079,32.67142857142857,6.99,35.9,56,0.0,11.1,701.4,22.3,311.4,0.1985,High Risk,2
5,0.3000000000000079,33.614285714285714,8.35,36.5,51,0.0,11.9,697.7,22.0,314.6,0.2055,High Risk,2
5,0.0,34.55714285714286,5.25,36.0,58,0.0,8.6,700.9,22.1,310.3,0.1811,High Risk,2
5,0.0,34.48571428571429,3.61,31.5,75,0.0,8.7,702.8,22.4,311.4,0.1994,High Risk,2
5,0.0,34.371428571428574,3.6,31.9,62,0.0,7.1,699.7,21.9,312.7,0.1804,High Risk,2
5,0.100000000000008,34.05714285714286,2.78,31.6,65,0.1,5.8,699.6,22.1,312.3,0.2121,High Risk,2
5,1.000000000000008,33.05714285714286,2.36,28.0,69,0.9,5.9,700.9,21.8,313.0,0.1791,High Risk,2
5,1.100000000000008,32.5,2.43,32.0,70,0.1,5.4,699.5,21.8,312.2,0.1922,High Risk,2
5,1.900000000000008,31.77142857142857,5.53,31.4,70,0.8,12.5,702.7,22.1,312.6,0.2045,High Risk,2
5,3.000000000000008,30.985714285714288,3.93,30.5,68,1.1,8.9,700.3,22.1,312.8,0.1757,Low Risk,0
5,5.500000000000008,30.87142857142857,3.83,30.7,72,2.5,9.1,699.5,22.2,312.7,0.1833,Low Risk,0
5,5.600000000000008,30.857142857142858,3.48,31.8,73,0.1,8.1,699.2,22.0,313.2,0.2291,Low Risk,0
5,5.500000000000008,31.228571428571428,4.23,34.2,58,0.0,7.3,698.6,22.1,314.1,0.2097,Low Risk,0
5,5.000000000000008,32.22857142857143,6.08,35.0,56,0.4,9.9,699.1,22.5,312.1,0.2006,Moderate Risk,1
5,5.200000000000008,32.74285714285714,4.87,35.6,59,0.3,8.2,699.5,22.3,314.6,0.2052,Low Risk,0
5,5.000000000000007,33.1,6.35,33.9,54,0.6,10.3,699.3,22.1,313.1,0.17,Moderate Risk,1
5,7.600000000000008,32.6,2.73,27.0,79,3.7,8.1,699.0,22.2,314.5,0.205,Low Risk,0
5,5.1000000000000085,32.68571428571429,3.34,31.3,73,0.0,7.9,703.1,21.9,312.6,0.2249,Low Risk,0
5,5.000000000000009,33.028571428571425,3.81,34.2,77,0.0,8.7,698.5,22.0,312.0,0.1881,Low Risk,0
5,5.000000000000009,33.2,5.0,35.4,62,0.0,8.9,700.2,22.1,313.1,0.2229,Low Risk,0
5,4.6000000000000085,33.300000000000004,4.3,35.7,53,0.0,6.5,700.9,22.0,316.1,0.1886,Low Risk,0
5,4.300000000000008,33.44285714285714,5.6,36.6,48,0.0,7.5,700.9,22.2,311.4,0.1974,Moderate Risk,1
5,3.700000000000008,33.94285714285714,9.46,37.4,48,0.0,12.4,699.9,22.4,313.8,0.1755,Moderate Risk,1
5,0.0,35.52857142857143,9.57,38.1,44,0.0,11.3,699.6,22.0,313.2,0.2021,High Risk,2
6,0.0,36.32857142857143,11.0,36.9,52,0.0,15.8,700.7,21.4,313.5,0.1978,High Risk,2
6,0.0,36.44285714285714,5.51,35.0,67,0.0,10.7,700.4,22.6,311.6,0.1922,High Risk,2
6,1.400000000000008,36.05714285714286,3.5,32.7,71,1.4,7.7,699.6,21.8,313.5,0.1826,High Risk,2
6,1.500000000000008,36.114285714285714,5.52,36.1,86,0.1,13.3,697.7,22.1,313.4,0.1989,High Risk,2
6,1.500000000000008,36.32857142857143,8.54,38.1,61,0.0,13.9,699.3,22.2,311.2,0.1861,High Risk,2
6,1.500000000000008,35.885714285714286,4.74,34.3,54,0.0,7.6,698.3,22.4,313.2,0.2121,High Risk,2
6,1.500000000000008,35.371428571428574,6.38,34.5,59,0.0,11.1,699.0,22.5,312.7,0.1994,High Risk,2
6,1.500000000000008,35.3,6.05,36.4,61,0.0,10.3,700.0,21.9,312.6,0.1883,High Risk,2
6,1.500000000000008,35.7,10.24,37.8,47,0.0,13.0,700.5,22.4,312.9,0.2106,High Risk,2
6,0.100000000000008,36.52857142857143,9.59,38.5,48,0.0,12.2,702.7,22.1,314.3,0.1891,High Risk,2
6,0.0,36.957142857142856,7.42,39.1,58,0.0,11.2,699.2,22.8,313.5,0.2101,High Risk,2
6,0.0,36.68571428571429,5.87,36.2,65,0.0,10.7,701.2,22.3,311.7,0.1973,High Risk,2
6,0.0,37.07142857142857,6.64,37.0,72,0.0,13.1,700.5,21.9,313.6,0.1669,High Risk,2
6,0.0,37.44285714285714,6.45,37.1,60,0.0,10.6,701.9,21.8,312.9,0.2044,High Risk,2
6,0.0,37.785714285714285,12.03,38.8,39,0.0,12.4,700.9,21.2,312.3,0.1948,High Risk,2
6,0.0,37.55714285714286,4.72,36.2,68,0.0,9.0,698.5,22.2,311.5,0.2039,High Risk,2
6,0.100000000000008,37.08571428571429,4.25,35.2,71,0.1,8.7,697.4,22.3,314.0,0.1988,High Risk,2
6,0.100000000000008,36.12857142857143,1.76,32.4,80,0.0,4.4,700.5,22.2,312.3,0.1989,High Risk,2
6,0.100000000000008,35.84285714285714,5.68,34.2,64,0.0,10.8,699.2,21.3,314.1,0.1962,High Risk,2
6,0.500000000000008,35.31428571428572,3.45,33.3,83,0.4,8.7,698.5,21.6,311.7,0.2388,High Risk,2
6,5.300000000000008,34.7,2.92,32.8,98,4.8,8.8,698.1,22.1,315.4,0.2034,Low Risk,0
6,5.300000000000008,33.91428571428572,4.39,33.3,71,0.0,9.5,700.2,22.5,316.2,0.169,Low Risk,0
6,5.900000000000008,33.7,4.05,34.7,83,0.6,9.8,702.3,22.0,313.7,0.1729,Low Risk,0
6,5.800000000000008,33.285714285714285,3.61,32.3,83,0.0,9.4,699.4,22.3,314.6,0.202,Low Risk,0
6,6.200000000000008,33.31428571428571,2.35,32.6,74,0.4,5.4,700.9,21.7,312.5,0.187,Low Risk,0
6,6.800000000000008,33.22857142857143,2.78,33.6,86,0.6,7.2,699.8,22.1,312.3,0.2117,Low Risk,0
6,6.400000000000008,33.54285714285714,4.93,35.5,76,0.0,10.7,698.1,21.9,314.4,0.2004,Low Risk,0
6,1.600000000000008,34.042857142857144,4.91,36.3,70,0.0,9.6,701.1,22.4,313.2,0.2012,High Risk,2
6,1.600000000000008,34.357142857142854,5.49,35.5,65,0.0,10.2,698.4,21.8,311.4,0.1817,High Risk,2
6,1.8000000000000078,34.18571428571429,4.92,33.5,78,0.8,11.6,700.0,22.5,313.1,0.2042,High Risk,2
7,3.900000000000008,34.32857142857143,2.27,33.3,96,2.1,6.6,699.5,21.9,311.5,0.1981,Low Risk,0
7,3.500000000000008,34.628571428571426,3.21,34.7,93,0.0,8.7,701.3,21.7,312.8,0.1815,Low Risk,0
7,3.700000000000008,34.528571428571425,2.75,32.9,90,0.8,7.6,698.4,21.7,314.3,0.1816,Low Risk,0
7,9.000000000000007,34.2,2.31,33.2,94,5.3,6.6,700.6,21.8,314.8,0.2204,Low Risk,0
7,14.100000000000009,33.48571428571429,1.93,31.3,98,5.1,6.1,698.7,22.1,313.3,0.2041,Low Risk,0
7,17.800000000000008,32.97142857142857,2.68,31.9,99,3.7,8.4,699.2,21.8,314.6,0.1898,Low Risk,0
7,19.000000000000007,32.68571428571428,2.14,31.5,99,2.0,6.8,694.5,21.8,312.4,0.1874,Low Risk,0
7,24.90000000000001,32.27142857142857,1.66,30.4,98,8.0,5.4,703.1,22.3,315.0,0.1957,Low Risk,0
7,88.10000000000001,31.41428571428571,1.23,28.7,99,63.2,4.3,700.8,21.0,312.1,0.1999,Low Risk,0
7,106.9,31.12857142857143,1.65,30.9,100,19.6,5.4,698.8,21.9,312.0,0.1753,Low Risk,0
7,110.6,30.67142857142857,1.77,30.0,99,9.0,5.9,698.3,21.6,312.4,0.1937,Low Risk,0
7,112.2,30.485714285714284,1.62,30.0,99,6.7,5.4,699.3,21.7,312.1,0.1648,Low Risk,0
7,146.60000000000002,30.042857142857144,1.65,28.8,95,38.1,5.5,701.1,22.1,313.6,0.1952,Low Risk,0
7,153.5,29.657142857142865,1.54,28.8,100,8.9,5.4,697.2,21.9,314.5,0.2174,Low Risk,0
7,178.9,29.585714285714285,1.99,29.9,98,33.4,6.6,699.8,21.9,313.0,0.176,Low Risk,0
7,150.90000000000003,29.0,1.07,24.6,98,35.2,4.3,702.7,22.4,313.4,0.1935,Low Risk,0
7,133.5,28.557142857142857,1.29,27.8,100,2.2,4.7,698.3,22.0,311.3,0.1923,Low Risk,0
7,125.6,28.47142857142857,1.89,29.4,94,1.1,6.1,700.1,22.5,313.1,0.1787,Low Risk,0
7,125.0,28.428571428571427,1.88,29.7,92,6.1,5.9,703.3,22.2,315.1,0.1888,Low Risk,0
7,88.1,28.785714285714285,1.88,31.3,92,1.2,5.6,700.9,21.7,314.7,0.1757,Low Risk,0
7,80.50000000000001,29.0,1.74,30.3,100,1.3,5.8,700.2,22.6,311.7,0.181,Low Risk,0
7,50.80000000000001,29.214285714285715,1.63,31.4,99,3.7,5.2,700.8,22.1,312.5,0.198,Low Risk,0
7,21.700000000000006,30.342857142857135,2.05,32.5,94,6.1,6.0,699.4,22.6,317.1,0.2014,Low Risk,0
7,26.70000000000001,31.0,1.96,32.4,100,7.2,6.1,701.9,21.9,313.5,0.1906,Low Risk,0
7,86.80000000000001,30.757142857142856,1.59,27.7,98,61.2,5.7,699.4,22.1,314.8,0.2157,Low Risk,0
7,113.3,30.88571428571429,2.15,30.6,96,32.6,6.8,697.1,22.1,314.9,0.2065,Low Risk,0
7,115.10000000000002,30.557142857142857,1.64,29.0,98,3.0,5.6,699.4,21.9,311.7,0.2251,Low Risk,0
7,118.70000000000002,30.58571428571429,2.15,30.5,97,4.9,6.9,698.5,22.4,313.9,0.1938,Low Risk,0
7,117.20000000000002,30.585714285714285,2.01,31.4,96,2.2,6.2,699.6,22.6,313.2,0.1798,Low Risk,0
7,114.7,29.88571428571429,1.54,27.6,96,3.6,5.4,699.6,21.3,315.1,0.1927,Low Risk,0
7,108.5,29.62857142857143,1.51,30.6,94,1.0,4.7,701.8,22.2,315.4,0.2258,Low Risk,0
8,58.30000000000001,29.95714285714286,1.76,30.0,96,11.0,5.7,701.0,21.7,312.0,0.1805,Low Risk,0
8,34.10000000000001,29.828571428571426,1.41,29.7,96,8.4,4.6,700.4,21.2,317.1,0.2083,Low Risk,0
8,35.900000000000006,29.985714285714284,1.67,30.1,98,4.8,5.5,700.0,22.2,313.2,0.1801,Low Risk,0
8,37.90000000000001,30.02857142857143,1.51,30.8,97,6.9,4.8,698.4,22.2,313.8,0.1901,Low Risk,0
8,42.900000000000006,30.042857142857144,1.59,31.5,98,7.2,5.0,696.7,22.2,309.8,0.188,Low Risk,0
8,76.0,30.128571428571423,1.17,28.2,98,36.7,4.1,700.2,22.1,314.2,0.1818,Low Risk,0
8,77.2,30.228571428571428,2.12,31.3,92,2.2,6.3,701.2,22.3,310.4,0.2072,Low Risk,0
8,69.4,30.6,2.73,32.6,97,3.2,8.2,699.8,21.8,312.8,0.2171,Low Risk,0
8,73.80000000000001,30.7,2.01,30.4,99,12.8,6.6,699.2,22.1,312.3,0.2091,Low Risk,0
8,73.60000000000001,30.81428571428572,1.88,30.9,96,4.6,5.9,700.7,22.2,313.6,0.1959,Low Risk,0
8,71.10000000000001,30.87142857142857,1.58,31.2,96,4.4,4.9,699.9,22.4,313.2,0.1733,Low Risk,0
8,79.20000000000002,30.714285714285715,1.19,30.4,99,15.3,3.9,702.5,22.0,313.7,0.1975,Low Risk,0
8,49.00000000000001,31.285714285714285,2.35,32.2,99,6.5,7.3,701.8,21.9,314.5,0.2049,Low Risk,0
8,47.3,31.2,1.58,30.7,96,0.5,5.0,701.4,22.0,311.8,0.1942,Low Risk,0
8,44.80000000000001,30.742857142857144,1.45,29.4,94,0.7,4.7,701.1,21.6,312.8,0.2155,Low Risk,0
8,37.900000000000006,30.75714285714286,1.82,30.5,98,5.9,5.9,698.1,22.2,312.0,0.1926,Low Risk,0
8,39.70000000000001,30.52857142857143,2.26,29.3,99,6.4,7.7,701.0,21.6,311.9,0.1866,Low Risk,0
8,77.4,29.857142857142858,1.54,26.5,99,42.1,5.8,700.6,22.1,315.3,0.2104,Low Risk,0
8,67.4,29.7,1.89,29.3,100,5.3,6.5,700.9,22.0,311.5,0.2086,Low Risk,0
8,61.50000000000001,29.385714285714283,1.63,30.0,100,0.6,5.5,700.7,21.5,312.0,0.218,Low Risk,0
8,63.70000000000001,29.314285714285717,2.03,30.2,100,2.7,6.8,700.7,21.6,315.6,0.2034,Low Risk,0
8,67.80000000000001,29.0,1.12,27.2,99,4.8,4.1,704.1,21.7,312.8,0.1835,Low Risk,0
8,62.00000000000001,29.15714285714285,1.94,31.6,95,0.1,5.9,699.9,21.9,312.9,0.1567,Low Risk,0
8,64.7,29.25714285714286,1.96,30.0,100,9.1,6.6,701.4,22.4,313.5,0.1697,Low Risk,0
8,34.00000000000001,29.61428571428572,1.18,29.0,100,11.4,4.1,699.3,22.0,311.6,0.1868,Low Risk,0
8,29.90000000000001,29.985714285714288,2.16,31.9,95,1.2,6.5,701.2,22.2,311.9,0.2154,Low Risk,0
8,34.30000000000001,30.185714285714283,1.88,31.4,99,5.0,6.0,701.4,22.4,312.3,0.2139,Low Risk,0
8,31.800000000000004,30.442857142857147,1.81,32.0,100,0.2,5.7,700.5,22.3,314.3,0.1895,Low Risk,0
8,30.40000000000001,30.814285714285717,1.65,29.8,100,3.4,5.6,702.5,22.0,313.8,0.2078,Low Risk,0
8,33.50000000000001,30.67142857142857,2.05,30.6,96,3.2,6.5,698.7,21.8,312.2,0.1749,Low Risk,0
8,38.10000000000001,30.728571428571428,1.78,30.4,98,13.7,5.8,699.3,22.1,312.8,0.2142,Low Risk,0
9,34.2,30.77142857142857,1.8,29.3,100,7.5,6.2,700.3,21.8,313.9,0.1913,Low Risk,0
9,34.7,30.74285714285714,1.82,31.7,100,1.7,5.8,701.3,22.5,310.1,0.2053,Low Risk,0
9,37.7,30.685714285714287,1.84,31.0,100,8.0,6.0,700.3,22.3,313.4,0.2036,Low Risk,0
9,96.8,30.1,1.6,27.9,100,59.3,5.8,701.9,22.1,313.9,0.2025,Low Risk,0
9,97.0,30.15714285714285,2.07,30.2,98,3.6,6.8,699.0,22.2,311.9,0.1775,Low Risk,0
9,98.1,30.22857142857143,2.04,31.1,98,4.3,6.5,698.3,22.1,313.8,0.1867,Low Risk,0
9,113.6,30.11428571428572,1.84,29.6,99,29.2,6.2,700.5,21.9,313.0,0.2114,Low Risk,0
9,110.9,30.228571428571428,1.75,30.1,99,4.8,5.8,699.9,22.1,315.2,0.2032,Low Risk,0
9,109.6,30.25714285714286,1.74,31.9,100,0.4,5.5,700.8,21.9,312.4,0.1793,Low Risk,0
9,105.2,30.314285714285717,1.99,31.4,100,3.6,6.4,700.0,22.6,313.7,0.2012,Low Risk,0
9,48.4,30.7,1.85,30.6,100,2.5,6.1,699.5,21.8,311.2,0.1799,Low Risk,0
9,61.7,30.72857142857143,2.43,30.4,98,16.9,7.9,699.9,22.2,313.1,0.1766,Low Risk,0
9,68.5,30.785714285714285,2.49,31.5,99,11.1,7.9,700.0,21.8,314.0,0.1862,Low Risk,0
9,43.8,30.785714285714285,1.79,29.6,100,4.5,6.1,699.5,21.8,312.4,0.1941,Low Risk,0
9,40.1,30.685714285714287,1.41,29.4,99,1.1,4.8,699.7,21.5,314.3,0.1775,Low Risk,0
9,61.39999999999999,30.185714285714283,1.58,28.4,96,21.7,5.4,699.4,22.1,314.1,0.2089,Low Risk,0
9,63.9,29.77142857142857,1.47,28.5,100,6.1,5.2,701.3,21.8,313.2,0.1849,Low Risk,0
9,66.1,29.385714285714283,1.9,27.9,96,4.7,6.6,700.3,22.3,312.7,0.1951,Low Risk,0
9,50.1,29.071428571428573,1.66,28.2,99,0.9,5.9,703.4,22.1,309.3,0.2023,Low Risk,0
9,40.1,28.67142857142857,1.76,28.7,100,1.1,6.2,700.2,22.0,312.2,0.2232,Low Risk,0
9,42.7,28.5,1.68,28.4,92,7.1,5.5,699.2,21.6,314.3,0.2045,Low Risk,0
9,45.0,28.357142857142858,2.37,28.4,95,3.4,8.0,704.0,22.2,312.7,0.191,Low Risk,0
9,24.1,28.47142857142857,1.68,29.2,100,0.8,5.8,700.6,21.8,313.5,0.1807,Low Risk,0
9,19.3,28.52857142857143,1.76,28.9,99,1.3,6.1,701.5,21.6,312.4,0.1768,Low Risk,0
9,19.7,28.61428571428571,1.34,28.5,99,5.1,4.7,700.9,22.1,311.3,0.1808,Low Risk,0
9,22.1,28.61428571428572,1.45,28.2,98,3.3,5.1,700.9,21.6,313.9,0.1933,Low Risk,0
9,29.8,28.485714285714284,1.98,27.8,100,8.8,7.2,700.8,21.4,311.5,0.2136,Low Risk,0
9,59.1,28.22857142857143,2.15,26.6,98,36.4,8.0,698.3,22.4,312.7,0.1936,Low Risk,0
9,58.5,27.95714285714286,1.31,26.5,92,2.8,4.6,700.6,21.8,313.4,0.1871,Low Risk,0
9,71.1,27.585714285714285,1.47,26.6,97,13.4,5.4,698.0,21.5,312.2,0.1973,Low Risk,0
10,72.6,27.17142857142857,1.43,26.0,97,2.8,5.4,699.7,21.7,314.9,0.2203,Low Risk,0
10,68.30000000000001,26.9,1.58,26.6,100,0.8,6.0,698.9,21.8,315.4,0.1842,Low Risk,0
10,68.39999999999999,26.857142857142858,1.52,27.9,100,3.4,5.5,700.5,22.3,312.0,0.2024,Low Risk,0
10,59.7,26.7,1.49,26.7,87,0.1,4.9,700.5,21.5,312.1,0.1901,Low Risk,0
10,23.3,26.942857142857143,1.99,28.3,87,0.0,6.2,700.7,21.6,312.5,0.1986,Low Risk,0
10,21.6,27.27142857142857,2.09,28.8,83,1.1,6.1,700.4,22.3,314.4,0.2051,Low Risk,0
10,8.2,27.5,1.72,28.2,89,0.0,5.5,699.1,21.9,313.6,0.2162,Low Risk,0
10,5.5,27.857142857142858,1.95,28.5,100,0.1,6.9,699.6,22.1,313.9,0.1947,Low Risk,0
10,5.800000000000001,27.785714285714285,1.53,26.1,98,1.1,5.8,701.4,21.9,314.6,0.2126,Low Risk,0
10,2.4000000000000004,27.62857142857143,1.83,26.8,87,0.0,6.0,701.6,22.6,311.9,0.2016,Low Risk,0
